treatment;ID;morphospecies;sindrome;ID_SEED;month;abundance;forest_fragment;seed_diameter;seed_length;;;;;;;;;;;;;;;
live_tree 15;465;Poaceae;anemochorous;14;agosto;3;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 15;466;Cecropia sp;zoochooric;11;setembro;3;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 15;467;Lantana camara (morfo 13);zoochooric;16;setembro;11;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 15;468;morfo 55;zoochooric;87;setembro;7;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 15;469;Poaceae;anemochorous;14;setembro;17;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 15;470;Poaceae;anemochorous;14;outubro;4;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 15;471;Cecropia sp;zoochooric;11;outubro;46;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 15;472;Lantana camara (morfo 13);zoochooric;16;outubro;2;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 16;473;Cecropia sp;zoochooric;11;novembro;826;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 16;474;Cecropia sp;zoochooric;11;dezembro;391;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 16;475;Cecropia sp;zoochooric;11;janeiro;98;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 16;476;Cecropia sp;zoochooric;11;fevereiro;25;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 16;477;Cecropia sp;zoochooric;11;março;12;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 16;478;Cecropia sp;zoochooric;11;abril;3;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 16;479;Poaceae;anemochorous;14;novembro;1;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 16;480;asteraceae;anemochorous;5;dezembro;1;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 16;481;asteraceae;anemochorous;5;abril;3;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 16;482;asteraceae;anemochorous;5;maio;2;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 16;483;Annona (Guatteria);zoochooric;36;janeiro;2;2;4.592;8.48;;;;;;;;;;;;;;;
live_tree 16;484;Araliaceae (Schefflera);zoochooric;35;março;9;2;3.458;4.769;;;;;;;;;;;;;;;
live_tree 16;485;morfo 44;anemochorous;72;março;1;2;3.548333333;3.553333333;;;;;;;;;;;;;;;
live_tree 16;486;morfo 57;autochorous;89;março;1;2;3.44;4.88;;;;;;;;;;;;;;;
live_tree 16;487;Brysonimia;zoochooric;86;abril;1;2;5.597;4.799;;;;;;;;;;;;;;;
live_tree 16;488;Psychotria carlhagenensis;zoochooric;73;abril;3;2;3.401111111;4.758888889;;;;;;;;;;;;;;;
live_tree 16;489;morfo 8;anemochorous;25;junho;2;2;2.407;3.809;;;;;;;;;;;;;;;
live_tree 16;490;apocynaceae;anemochorous;21;junho;2;2;1.66;11.21;;;;;;;;;;;;;;;
live_tree 16;491;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;1;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 16;492;morfo 55;zoochooric;87;julho;1;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 16;493;Lantana camara (morfo 13);zoochooric;16;setembro;3;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 16;494;Cecropia sp;zoochooric;11;outubro;5;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 16;495;morfo 55;zoochooric;87;outubro;3;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 16;496;Lantana camara (morfo 13);zoochooric;16;outubro;1;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 16;497;Poaceae;anemochorous;14;outubro;2;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 17;498;apocynaceae;anemochorous;21;janeiro;1;2;1.66;11.21;;;;;;;;;;;;;;;
live_tree 17;499;morfo 43 (Ephorbiaceae??);autochorous;70;janeiro;1;2;2.745;4.69;;;;;;;;;;;;;;;
live_tree 17;500;Cecropia sp;zoochooric;11;janeiro;684;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 17;501;Cecropia sp;zoochooric;11;março;19;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 17;502;Cecropia sp;zoochooric;11;abril;18;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 17;503;Cecropia sp;zoochooric;11;maio;4;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 17;504;morfo 31;zoochooric;57;janeiro;1;2;1.296;3.948;;;;;;;;;;;;;;;
live_tree 17;505;morfo 8;anemochorous;25;fevereiro;3;2;2.407;3.809;;;;;;;;;;;;;;;
live_tree 17;506;Brysonimia;zoochooric;86;março;1;2;5.597;4.799;;;;;;;;;;;;;;;
live_tree 17;507;Brysonimia;zoochooric;86;abril;4;2;5.597;4.799;;;;;;;;;;;;;;;
live_tree 17;508;Brysonimia;zoochooric;86;junho;1;2;5.597;4.799;;;;;;;;;;;;;;;
live_tree 17;509;Lantana camara (morfo 13);zoochooric;32;março;2;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 17;510;Lantana camara (morfo 13);zoochooric;32;abril;2;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 17;511;Brysonimia;zoochooric;86;abril;1;2;5.597;4.799;;;;;;;;;;;;;;;
live_tree 17;512;Schinus terebinthifoliu Morfo 42;zoochooric;49;maio;9;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 17;513;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;7;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 17;514;morfo 55;zoochooric;87;maio;8;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 17;515;morfo 55;zoochooric;87;junho;9;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 17;516;morfo 8;anemochorous;25;julho;4;2;2.407;3.809;;;;;;;;;;;;;;;
live_tree 17;517;morfo 8;anemochorous;25;agosto;6;2;2.407;3.809;;;;;;;;;;;;;;;
live_tree 17;518;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;1;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 17;519;morfo 8;anemochorous;25;setembro;3;2;2.407;3.809;;;;;;;;;;;;;;;
live_tree 17;520;asteraceae;anemochorous;5;outubro;1;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 18;521;Pera glabrata;zoochooric;8;novembro;2;2;4.299;6.082;;;;;;;;;;;;;;;
live_tree 18;522;Cecropia sp;zoochooric;11;novembro;40;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 18;523;Cecropia sp;zoochooric;11;dezembro;60;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 18;524;Cecropia sp;zoochooric;11;janeiro;23;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 18;525;Cecropia sp;zoochooric;11;março;4;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 18;526;Cecropia sp;zoochooric;11;abril;2;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 18;527;Cecropia sp;zoochooric;11;junho;42;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 18;528;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;3;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 18;529;morfo 55;zoochooric;87;julho;1;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 18;530;Poaceae;anemochorous;14;novembro;1;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 18;531;morfo 44;anemochorous;72;fevereiro;4;2;3.548333333;3.553333333;;;;;;;;;;;;;;;
live_tree 18;532;morfo 36;zoochooric;62;fevereiro;17;2;2.486;5.815;;;;;;;;;;;;;;;
live_tree 18;533;Brysonimia;zoochooric;86;abril;1;2;5.597;4.799;;;;;;;;;;;;;;;
live_tree 18;534;asteraceae;anemochorous;5;abril;1;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 18;535;morfo 55;zoochooric;87;junho;12;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 18;536;Lantana camara (morfo 13);zoochooric;16;junho;4;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 18;537;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;11;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 18;538;Schinus terebinthifoliu Morfo 42;zoochooric;49;julho;3;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 18;539;morfo 55;zoochooric;87;julho;1;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 18;540;Lantana camara (morfo 13);zoochooric;16;outubro;1;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 19;541;Pouteria sp. (Sapotaceae);zoochooric;18;novembro;1;2;10.028;16.86;;;;;;;;;;;;;;;
live_tree 19;542;Pouteria sp. (Sapotaceae);zoochooric;18;janeiro;1;2;10.028;16.86;;;;;;;;;;;;;;;
live_tree 19;543;Pera glabrata;zoochooric;8;novembro;3;2;4.299;6.082;;;;;;;;;;;;;;;
live_tree 19;544;Pera glabrata;zoochooric;8;janeiro;3;2;4.299;6.082;;;;;;;;;;;;;;;
live_tree 19;545;asteraceae;anemochorous;5;novembro;2;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 19;546;asteraceae;anemochorous;5;março;31;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 19;547;asteraceae;anemochorous;5;abril;1;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 19;548;Cecropia sp;zoochooric;11;novembro;28;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 19;549;Cecropia sp;zoochooric;11;dezembro;300;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 19;550;Cecropia sp;zoochooric;11;janeiro;1,167;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 19;551;Araliaceae (Schefflera);zoochooric;35;janeiro;1;2;3.458;4.769;;;;;;;;;;;;;;;
live_tree 19;552;morfo 36;zoochooric;62;fevereiro;27;2;2.486;5.815;;;;;;;;;;;;;;;
live_tree 19;553;Smilax sp;zoochooric;74;fevereiro;1;2;6.192;6.494;;;;;;;;;;;;;;;
live_tree 19;554;Macrosomanea sp ou Balizia ( fabaceae);autochorous;10;abril;2;2;3.46;6.096;;;;;;;;;;;;;;;
live_tree 19;555;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;13;2;3.696;3.161;;;;;;;;;;;;;;;
live_tree 19;556;morfo 55;zoochooric;87;junho;2;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 19;557;Pouteria sp. (Sapotaceae);zoochooric;18;julho;1;2;10.028;16.86;;;;;;;;;;;;;;;
live_tree 19;558;Paulinia sp.;zoochooric;115;julho;2;2;5.84;7.164285714;;;;;;;;;;;;;;;
live_tree 19;559;morfo 5;zoochooric;22;agosto;1;2;5.934;7.99;;;;;;;;;;;;;;;
live_tree 19;560;Pera glabrata;zoochooric;8;agosto;1;2;4.299;6.082;;;;;;;;;;;;;;;
live_tree 19;561;Pouteria sp. (Sapotaceae);zoochooric;18;setembro;2;2;10.028;16.86;;;;;;;;;;;;;;;
live_tree 19;562;Poaceae;anemochorous;14;setembro;2;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 19;563;Poaceae;anemochorous;14;outubro;2;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 19;564;Pera glabrata;zoochooric;8;outubro;2;2;4.299;6.082;;;;;;;;;;;;;;;
live_tree 19;565;Cecropia sp;zoochooric;11;outubro;1;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 20;566;asteraceae;anemochorous;5;novembro;38;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;567;asteraceae;anemochorous;5;dezembro;29;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;568;asteraceae;anemochorous;5;janeiro;48;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;569;asteraceae;anemochorous;5;fevereiro;27;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;570;asteraceae;anemochorous;5;junho;7;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;571;Poaceae;anemochorous;14;novembro;5;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 20;572;Poaceae;anemochorous;14;dezembro;1;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 20;573;Cecropia sp;zoochooric;42;dezembro;76;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 20;574;Cecropia sp;zoochooric;42;janeiro;5;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 20;575;Cecropia sp;zoochooric;42;fevereiro;19;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 20;576;Cecropia sp;zoochooric;42;março;1;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 20;577;Cecropia sp;zoochooric;42;maio;1;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 20;578;morfo 20;zoochooric;43;dezembro;2;2;5.34;9.405;;;;;;;;;;;;;;;
live_tree 20;579;morfo 30;zoochooric;56;janeiro;1;2;5.295;6.025;;;;;;;;;;;;;;;
live_tree 20;580;morfo 21;zoochooric;44;fevereiro;1;2;4.54;3.66;;;;;;;;;;;;;;;
live_tree 20;581;Araliaceae (Schefflera);zoochooric;35;fevereiro;2;2;3.458;4.769;;;;;;;;;;;;;;;
live_tree 20;582;Lantana camara (morfo 13);zoochooric;16;fevereiro;1;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 20;583;Brysonimia;zoochooric;86;março;1;2;5.597;4.799;;;;;;;;;;;;;;;
live_tree 20;584;morfo 55;zoochooric;87;maio;11;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 20;585;morfo 56;zoochooric;87;junho;1;2;2.771666667;2.903333333;;;;;;;;;;;;;;;
live_tree 20;586;asteraceae;anemochorous;5;julho;52;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;587;asteraceae;anemochorous;5;agosto;18;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;588;asteraceae;anemochorous;5;setembro;19;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 20;589;Poaceae;anemochorous;14;setembro;1;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 20;590;Lantana camara (morfo 13);zoochooric;16;setembro;1;2;2.752;3.936;;;;;;;;;;;;;;;
live_tree 20;591;morfo 83;zoochooric;124;outubro;31;2;1.037;1.769;;;;;;;;;;;;;;;
live_tree 20;592;morfo 55;zoochooric;87;outubro;1;2;2.071;2.349;;;;;;;;;;;;;;;
live_tree 20;593;Cecropia sp;zoochooric;11;outubro;6;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 20;594;asteraceae;anemochorous;5;outubro;7;2;1.01;4.348;;;;;;;;;;;;;;;
live_tree 21;595;Cecropia sp;zoochooric;11;novembro;408;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;596;Cecropia sp;zoochooric;11;dezembro;358;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;597;Cecropia sp;zoochooric;11;janeiro;27;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;598;Cecropia sp;zoochooric;11;março;244;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;599;Cecropia sp;zoochooric;11;abril;4;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;600;Cecropia sp;zoochooric;11;maio;3;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;601;Pera glabrata;zoochooric;8;novembro;8;2;4.299;6.082;;;;;;;;;;;;;;;
live_tree 21;602;morfo 1;zoochooric;13;novembro;1;2;4.360909091;7.9;;;;;;;;;;;;;;;
live_tree 21;603;Poaceae;anemochorous;14;novembro;8;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 21;604;Cecropia sp;zoochooric;11;abril;4;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;605;Solanum sp.;zoochooric;55;dezembro;1;3;2.96;4.245;;;;;;;;;;;;;;;
live_tree 21;606;Solanum sp.;zoochooric;55;janeiro;1;3;2.96;4.245;;;;;;;;;;;;;;;
live_tree 21;607;Araliaceae (Schefflera);zoochooric;35;janeiro;1;3;3.458;4.769;;;;;;;;;;;;;;;
live_tree 21;608;Araliaceae (Schefflera);zoochooric;35;março;3;3;3.458;4.769;;;;;;;;;;;;;;;
live_tree 21;609;morfo 21;zoochooric;44;janeiro;1;3;4.54;3.66;;;;;;;;;;;;;;;
live_tree 21;610;asteraceae;anemochorous;5;março;5;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 21;611;morfo 36;zoochooric;62;março;10;3;2.486;5.815;;;;;;;;;;;;;;;
live_tree 21;612;Cecropia pachystachya (C2);zoochooric;92;março;30;3;1.997;1.451;;;;;;;;;;;;;;;
live_tree 21;613;morfo 59;zoochooric;91;março;1;3;3.29;7.91;;;;;;;;;;;;;;;
live_tree 21;614;morfo 56;zoochooric;88;março;1;3;2.771666667;2.903333333;;;;;;;;;;;;;;;
live_tree 21;615;morfo 60;zoochooric;93;abril;1;3;4.558;12.234;;;;;;;;;;;;;;;
live_tree 21;616;Brysonimia;zoochooric;86;abril;2;3;5.597;4.799;;;;;;;;;;;;;;;
live_tree 21;617;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;1;3;3.696;3.161;;;;;;;;;;;;;;;
live_tree 21;618;morfo 26;anemochorous;55;julho;2;3;7.912;21.8;;;;;;;;;;;;;;;
live_tree 21;619;morfo 51;autochorous;51;julho;1;3;2.3675;2.985;;;;;;;;;;;;;;;
live_tree 21;620;morfo 72;zoochooric;112;setembro;1;3;4.776666667;4.773333333;;;;;;;;;;;;;;;
live_tree 21;621;Poaceae;anemochorous;14;setembro;1;3;2.15;3.449;;;;;;;;;;;;;;;
live_tree 21;622;morfo 29;zoochooric;55;outubro;3;2;9.6;18;;;;;;;;;;;;;;;
live_tree 21;623;Poaceae;anemochorous;14;outubro;3;2;2.15;3.449;;;;;;;;;;;;;;;
live_tree 21;624;Cecropia sp;zoochooric;11;outubro;10;2;1.008;1.616;;;;;;;;;;;;;;;
live_tree 21;625;morfo 36;zoochooric;62;outubro;2;2;2.486;5.815;;;;;;;;;;;;;;;
live_tree 21;626;Psychotria carlhagenensis;zoochooric;73;outubro;2;2;3.401111111;4.758888889;;;;;;;;;;;;;;;
live_tree 22;627;asteraceae;anemochorous;5;novembro;3;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 22;628;morfo 7;anemochorous;24;novembro;2;3;3.528333333;5.956666667;;;;;;;;;;;;;;;
live_tree 22;629;morfo 7;anemochorous;24;abril;10;3;3.528333333;5.956666667;;;;;;;;;;;;;;;
live_tree 22;630;morfo 8;anemochorous;25;novembro;1;3;2.407;3.809;;;;;;;;;;;;;;;
live_tree 22;631;morfo 28;zoochooric;54;dezembro;1;3;6.64;5.35;;;;;;;;;;;;;;;
live_tree 22;632;Araliaceae (Schefflera);zoochooric;35;abril;1;3;3.458;4.769;;;;;;;;;;;;;;;
live_tree 22;633;morfo 7;anemochorous;24;junho;4;3;3.528333333;5.956666667;;;;;;;;;;;;;;;
live_tree 22;634;asteraceae;anemochorous;5;agosto;8;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 22;635;morfo 6;zoochooric;23;setembro;1;3;6.94;13.47;;;;;;;;;;;;;;;
live_tree 23;636;apocynaceae;anemochorous;21;novembro;1;3;1.66;11.21;;;;;;;;;;;;;;;
live_tree 23;637;asteraceae;anemochorous;5;novembro;2;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 23;638;asteraceae;anemochorous;5;dezembro;1;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 23;639;morfo 12;anemochorous;31;novembro;3;3;2.346;3.277;;;;;;;;;;;;;;;
live_tree 23;640;morfo 67;zoochooric;106;maio;1;3;4;4.65;;;;;;;;;;;;;;;
live_tree 23;641;morfo 56;zoochooric;88;julho;2;3;2.771666667;2.903333333;;;;;;;;;;;;;;;
live_tree 23;642;morfo 12;anemochorous;31;setembro;3;3;2.346;3.277;;;;;;;;;;;;;;;
live_tree 24;643;Annona (Guatteria);zoochooric;36;dezembro;1;3;4.592;8.48;;;;;;;;;;;;;;;
live_tree 24;644;Annona (Guatteria);zoochooric;36;abril;1;3;4.592;8.48;;;;;;;;;;;;;;;
live_tree 24;645;Xylopia sp. morfo 40;zoochooric;66;dezembro;2;3;5.60875;7.915;;;;;;;;;;;;;;;
live_tree 24;646;Xylopia sp. morfo 40;zoochooric;66;janeiro;1;3;5.60875;7.915;;;;;;;;;;;;;;;
live_tree 24;647;morfo 1;zoochooric;13;dezembro;1;3;4.360909091;7.9;;;;;;;;;;;;;;;
live_tree 24;648;Araliaceae (Schefflera);zoochooric;35;dezembro;15;3;3.458;4.769;;;;;;;;;;;;;;;
live_tree 24;649;asteraceae;anemochorous;5;dezembro;2;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 24;650;Smilax sp;zoochooric;74;fevereiro;1;3;6.192;6.494;;;;;;;;;;;;;;;
live_tree 24;651;Cecropia sp;zoochooric;11;março;3;3;1.008;1.616;;;;;;;;;;;;;;;
live_tree 24;652;Cecropia sp;zoochooric;11;abril;8;3;1.008;1.616;;;;;;;;;;;;;;;
live_tree 24;653;Cecropia sp;zoochooric;11;maio;2;3;1.008;1.616;;;;;;;;;;;;;;;
live_tree 24;654;Brysonimia;zoochooric;86;abril;1;3;5.597;4.799;;;;;;;;;;;;;;;
live_tree 24;655;morfo 12;anemochorous;31;agosto;8;3;2.346;3.277;;;;;;;;;;;;;;;
live_tree 24;656;morfo 77;zoochooric;118;setembro;6;3;3.239;3.639;;;;;;;;;;;;;;;
live_tree 24;657;Psidium sp.;zoochooric;;setembro;1;3;5.641;6.296;;;;;;;;;;;;;;;
live_tree 24;658;morfo 12;anemochorous;31;setembro;5;3;2.346;3.277;;;;;;;;;;;;;;;
live_tree 24;659;Cecropia sp;zoochooric;11;setembro;1;3;1.008;1.616;;;;;;;;;;;;;;;
live_tree 24;660;Mysinaceae (Rapanea sp);zoochooric;4;setembro;3;3;2.85875;3.24875;;;;;;;;;;;;;;;
live_tree 24;661;morfo 80;zoochooric;121;setembro;3;3;4.06;6.1125;;;;;;;;;;;;;;;
live_tree 25;662;asteraceae;anemochorous;5;novembro;9;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 25;663;asteraceae;anemochorous;5;dezembro;2;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 25;664;Pera glabrata;zoochooric;8;novembro;1;3;4.299;6.082;;;;;;;;;;;;;;;
live_tree 25;665;morfo 24;autochorous;48;fevereiro;1;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
live_tree 25;666;morfo 24;autochorous;48;março;1;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
live_tree 25;667;Cecropia sp;zoochooric;11;março;2;3;1.008;1.616;;;;;;;;;;;;;;;
live_tree 25;668;Cecropia sp;zoochooric;11;maio;3;3;1.008;1.616;;;;;;;;;;;;;;;
live_tree 25;669;morfo 49;anemochorous;78;março;1;3;2.5025;3.365;;;;;;;;;;;;;;;
live_tree 25;670;morfo 38;zoochooric;64;junho;1;3;1.5425;2.3125;;;;;;;;;;;;;;;
live_tree 25;671;morfo 3;zoochooric;17;junho;2;3;1.908;2.945;;;;;;;;;;;;;;;
live_tree 25;672;morfo 69;zoochooric;108;agosto;1;3;4.71;9.08;;;;;;;;;;;;;;;
live_tree 25;673;morfo 12;anemochorous;31;setembro;1;3;2.346;3.277;;;;;;;;;;;;;;;
live_tree 26;674;morfo 48;zoochooric;77;fevereiro;1;3;2.489;3.754;;;;;;;;;;;;;;;
live_tree 26;675;morfo 48;zoochooric;77;março;4;3;2.489;3.754;;;;;;;;;;;;;;;
live_tree 26;676;Brysonimia;zoochooric;86;abril;1;3;5.597;4.799;;;;;;;;;;;;;;;
live_tree 26;677;Handroanthus (bignoniaceae);anemochorous;53;abril;1;3;7.9;27.258;;;;;;;;;;;;;;;
live_tree 26;678;morfo 3;zoochooric;17;abril;1;3;1.908;2.945;;;;;;;;;;;;;;;
live_tree 26;679;morfo 33;zoochooric;59;maio;30;3;1.884;1.989;;;;;;;;;;;;;;;
live_tree 26;680;Schinus terebinthifoliu Morfo 42;zoochooric;49;junho;4;3;3.696;3.161;;;;;;;;;;;;;;;
live_tree 26;681;apocynaceae;anemochorous;21;julho;1;3;1.66;11.21;;;;;;;;;;;;;;;
live_tree 26;682;morfo 77;zoochooric;118;julho;6;3;3.239;3.639;;;;;;;;;;;;;;;
live_tree 26;683;Mysinaceae (Rapanea sp);zoochooric;4;agosto;1;3;2.85875;3.24875;;;;;;;;;;;;;;;
live_tree 26;684;asteraceae;anemochorous;5;agosto;2;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 26;685;Cecropia sp;zoochooric;11;outubro;2;3;1.008;1.616;;;;;;;;;;;;;;;
live_tree 27;686;morfo 1;zoochooric;13;novembro;7;3;4.360909091;7.9;;;;;;;;;;;;;;;
live_tree 27;687;Araliaceae (Schefflera);zoochooric;35;novembro;1;3;3.458;4.769;;;;;;;;;;;;;;;
live_tree 27;688;asteraceae;anemochorous;5;novembro;1;3;1.01;4.348;;;;;;;;;;;;;;;
live_tree 27;689;morfo 16;autochorous;38;novembro;5;3;3.991428571;6.342857143;;;;;;;;;;;;;;;
live_tree 27;690;Annona (Guatteria);zoochooric;36;dezembro;2;3;4.592;8.48;;;;;;;;;;;;;;;
live_tree 27;691;morfo 21;zoochooric;44;dezembro;1;3;4.54;3.66;;;;;;;;;;;;;;;
live_tree 27;692;morfo 24;autochorous;48;janeiro;1;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
live_tree 27;693;morfo 4;anemochorous;20;março;1;3;4.625;7.3;;;;;;;;;;;;;;;
