treatment;ID;morphospecies;sindrome;ID_SEED;month;abundance;forest_fragment;seed_diameter;seed_length;;;;;;;;;;;;;;;
snag 24;1056;Cecropia sp;zoochooric;11;janeiro;1;3;1.008;1.616;;;;;;;;;;;;;;;
snag 24;1057;Araliaceae (Schefflera);zoochooric;35;fevereiro;9;3;3.458;4.769;;;;;;;;;;;;;;;
snag 24;1058;Psychotria carlhagenensis;zoochooric;73;fevereiro;1;3;3.401111111;4.758888889;;;;;;;;;;;;;;;
snag 24;1059;morfo 12;anemochorous;31;agosto;35;3;2.346;3.277;;;;;;;;;;;;;;;
snag 24;1060;morfo 12;anemochorous;31;setembro;113;3;2.346;3.277;;;;;;;;;;;;;;;
snag 24;1061;morfo 12;anemochorous;31;outubro;14;3;2.346;3.277;;;;;;;;;;;;;;;
snag 25;1062;asteraceae;anemochorous;5;novembro;19;3;1.01;4.348;;;;;;;;;;;;;;;
snag 25;1063;asteraceae;anemochorous;5;dezembro;22;3;1.01;4.348;;;;;;;;;;;;;;;
snag 25;1064;asteraceae;anemochorous;5;janeiro;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 25;1065;morfo 48;zoochooric;77;fevereiro;1;3;2.489;3.754;;;;;;;;;;;;;;;
snag 25;1066;morfo 23;zoochooric;47;março;1;3;5.502857143;8.535714286;;;;;;;;;;;;;;;
snag 25;1067;Brysonimia;zoochooric;86;abril;1;3;5.597;4.799;;;;;;;;;;;;;;;
snag 25;1068;morfo 55;zoochooric;87;abril;4;3;2.071;2.349;;;;;;;;;;;;;;;
snag 25;1069;Cecropia sp;zoochooric;11;abril;10;3;1.008;1.616;;;;;;;;;;;;;;;
snag 25;1070;Poaceae;anemochorous;14;julho;10;3;2.15;3.449;;;;;;;;;;;;;;;
snag 25;1071;Poaceae;anemochorous;14;agosto;25;3;2.15;3.449;;;;;;;;;;;;;;;
snag 25;1072;asteraceae;anemochorous;5;agosto;2;3;1.01;4.348;;;;;;;;;;;;;;;
snag 25;1073;morfo 12;anemochorous;31;setembro;6;3;2.346;3.277;;;;;;;;;;;;;;;
snag 25;1074;asteraceae;anemochorous;5;setembro;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 25;1075;asteraceae;anemochorous;5;setembro;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 26;1076;asteraceae;anemochorous;5;novembro;2;3;1.01;4.348;;;;;;;;;;;;;;;
snag 26;1077;asteraceae;anemochorous;5;dezembro;5;3;1.01;4.348;;;;;;;;;;;;;;;
snag 26;1078;Handroanthus (bignoniaceae);anemochorous;53;janeiro;1;3;7.9;27.258;;;;;;;;;;;;;;;
snag 26;1079;Cecropia sp;zoochooric;11;julho;6;3;1.008;1.616;;;;;;;;;;;;;;;
snag 26;1080;morfo 3;zoochooric;17;julho;1;3;1.908;2.945;;;;;;;;;;;;;;;
snag 26;1081;asteraceae;anemochorous;5;agosto;6;3;1.01;4.348;;;;;;;;;;;;;;;
snag 26;1082;Poaceae;anemochorous;14;agosto;5;3;2.15;3.449;;;;;;;;;;;;;;;
snag 26;1083;morfo 3;zoochooric;17;agosto;1;3;1.908;2.945;;;;;;;;;;;;;;;
snag 27;1084;morfo 21;zoochooric;44;dezembro;1;3;4.54;3.66;;;;;;;;;;;;;;;
snag 27;1085;Cecropia sp;zoochooric;11;dezembro;3;3;1.008;1.616;;;;;;;;;;;;;;;
snag 27;1086;Cecropia sp;zoochooric;11;junho;3;3;1.008;1.616;;;;;;;;;;;;;;;
snag 27;1087;morfo 4;anemochorous;20;janeiro;1;3;4.625;7.3;;;;;;;;;;;;;;;
snag 27;1088;morfo 24;autochorous;48;janeiro;2;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 27;1089;morfo 24;autochorous;48;fevereiro;2;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 27;1090;morfo 24;autochorous;48;março;1;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 27;1091;morfo 24;autochorous;48;abril;1;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 27;1092;morfo 66;anemochorous;105;julho;1;3;12.485;19.505;;;;;;;;;;;;;;;
snag 27;1093;asteraceae;anemochorous;5;agosto;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 27;1094;asteraceae;anemochorous;5;setembro;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 28;1095;Pera glabrata;zoochooric;8;novembro;3;3;4.299;6.082;;;;;;;;;;;;;;;
snag 28;1096;asteraceae;anemochorous;5;novembro;2;3;1.01;4.348;;;;;;;;;;;;;;;
snag 28;1097;Cecropia sp;zoochooric;11;novembro;12;3;1.008;1.616;;;;;;;;;;;;;;;
snag 28;1098;asteraceae;anemochorous;5;fevereiro;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 28;1099;morfo 27;zoochooric;51;dezembro;4;3;2.3;2.815;;;;;;;;;;;;;;;
snag 28;1100;morfo 6;zoochooric;23;março;1;3;6.94;13.47;;;;;;;;;;;;;;;
snag 28;1101;morfo 61;autochorous;94;março;1;3;3.771;3.82;;;;;;;;;;;;;;;
snag 28;1102;morfo 64;autochorous;99;março;1;3;3.84;5.04;;;;;;;;;;;;;;;
snag 28;1103;Brysonimia;zoochooric;86;abril;1;3;5.597;4.799;;;;;;;;;;;;;;;
snag 28;1104;Mysinaceae (Rapanea sp);zoochooric;4;setembro;1;3;2.85875;3.24875;;;;;;;;;;;;;;;
snag 28;1105;Poaceae;anemochorous;14;setembro;1;3;2.15;3.449;;;;;;;;;;;;;;;
snag 29;1106;"Rutaceae (zanthoxylum)
";zoochooric;34;novembro;38;3;2.19;2.475;;;;;;;;;;;;;;;
snag 29;1107;Cecropia sp;zoochooric;11;novembro;2;3;1.008;1.616;;;;;;;;;;;;;;;
snag 29;1108;Cecropia sp;zoochooric;11;janeiro;1;3;1.008;1.616;;;;;;;;;;;;;;;
snag 29;1109;Araliaceae (Schefflera);zoochooric;35;novembro;1;3;3.458;4.769;;;;;;;;;;;;;;;
snag 29;1110;Annona (Guatteria);zoochooric;36;novembro;3;3;4.592;8.48;;;;;;;;;;;;;;;
snag 29;1111;fabaceae 01;autochorous;28;novembro;1;3;5.923333333;11.8;;;;;;;;;;;;;;;
snag 29;1112;morfo 5;zoochooric;37;novembro;1;3;5.934;7.99;;;;;;;;;;;;;;;
snag 29;1113;morfo 1;zoochooric;13;novembro;1;3;4.360909091;7.9;;;;;;;;;;;;;;;
snag 28;1114;morfo 24;autochorous;48;dezembro;2;3;4.786818182;5.332181818;;;;;;;;;;;;;;;
snag 29;1115;morfo 21;zoochooric;44;dezembro;1;3;4.54;3.66;;;;;;;;;;;;;;;
snag 29;1116;asteraceae;anemochorous;5;dezembro;2;3;1.01;4.348;;;;;;;;;;;;;;;
snag 29;1117;asteraceae;anemochorous;5;janeiro;7;3;1.01;4.348;;;;;;;;;;;;;;;
snag 29;1118;morfo 3;zoochooric;17;fevereiro;1;3;1.908;2.945;;;;;;;;;;;;;;;
snag 29;1119;morfo 49;anemochorous;78;março;2;3;2.5025;3.365;;;;;;;;;;;;;;;
snag 29;1120;Brysonimia;zoochooric;86;abril;1;3;5.597;4.799;;;;;;;;;;;;;;;
snag 29;1121;bowdichia (Fabaceae) - Morfo 65;anemochorous;102;junho;4;3;7.93;15.54;;;;;;;;;;;;;;;
snag 29;1122;asteraceae;anemochorous;5;setembro;2;3;1.01;4.348;;;;;;;;;;;;;;;
snag 30;1123;morfo 21;zoochooric;44;dezembro;1;3;4.54;3.66;;;;;;;;;;;;;;;
snag 30;1124;Cecropia sp;zoochooric;11;fevereiro;2;3;1.008;1.616;;;;;;;;;;;;;;;
snag 30;1125;Brysonimia;zoochooric;86;abril;4;3;5.597;4.799;;;;;;;;;;;;;;;
snag 30;1126;morfo 49;anemochorous;78;abril;1;3;2.5025;3.365;;;;;;;;;;;;;;;
snag 30;1127;morfo 48;zoochooric;77;abril;1;3;2.489;3.754;;;;;;;;;;;;;;;
snag 30;1128;morfo 1;zoochooric;13;junho;2;3;4.360909091;7.9;;;;;;;;;;;;;;;
snag 30;1129;morfo 60;zoochooric;93;junho;1;3;4.558;12.234;;;;;;;;;;;;;;;
snag 30;1130;morfo 3;zoochooric;17;junho;9;3;1.908;2.945;;;;;;;;;;;;;;;
snag 30;1131;Tabebuia insignis (bignoniaceae;anemochorous;101;junho;3;3;10.43125;17.16444444;;;;;;;;;;;;;;;
snag 30;1132;Lantana camara (morfo 13);zoochooric;16;junho;1;3;2.752;3.936;;;;;;;;;;;;;;;
snag 30;1133;morfo 5;zoochooric;22;agosto;5;3;5.934;7.99;;;;;;;;;;;;;;;
snag 30;1134;asteraceae;anemochorous;5;agosto;12;3;1.01;4.348;;;;;;;;;;;;;;;
snag 30;1135;Mysinaceae (Rapanea sp);zoochooric;4;agosto;1;3;2.85875;3.24875;;;;;;;;;;;;;;;
snag 30;1136;morfo 74;zoochooric;114;agosto;1;3;5.685;5.225;;;;;;;;;;;;;;;
snag 30;1137;asteraceae;anemochorous;1;setembro;1;3;1.01;4.348;;;;;;;;;;;;;;;
snag 30;1138;morfo 1;zoochooric;13;outubro;3;3;4.360909091;7.9;;;;;;;;;;;;;;;
snag 30;1139;Poaceae;anemochorous;14;outubro;3;3;2.15;3.449;;;;;;;;;;;;;;;
snag 30;1140;morfo 3;zoochooric;17;outubro;1;3;1.908;2.945;;;;;;;;;;;;;;;
snag 30;1141;morfo 34;zoochooric;60;outubro;1;3;2.7125;2.695;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
